date,time,segment,symbol,type,qty,trade_price,trade_val,order_id
11/09/2023,09:31 AM,NSE_FNO,IO PE NIFTY 26Oct2023 19600,SELL,100.0,131.8,13180.0,1900000010005853
11/09/2023,09:31 AM,NSE_FNO,IO PE NIFTY 26Oct2023 19200,BUY,100.0,65.85,6585.0,1900000009945567
11/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 28Sep2023 20050,SELL,50.0,120.4,6020.0,1900000003785905
11/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 28Sep2023 20050,SELL,200.0,120.45,24090.0,1900000003785905
11/09/2023,09:20 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,SELL,100.0,8.8,880.0,1900000003748238
11/09/2023,09:20 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,SELL,50.0,8.8,440.0,1900000003748238
11/09/2023,09:20 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,SELL,100.0,8.85,885.0,1900000003748238
11/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 28Sep2023 19950,BUY,50.0,169.75,8487.5,1900000003710767
11/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 28Sep2023 19950,BUY,200.0,169.75,33950.0,1900000003710767
11/09/2023,09:20 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18700,BUY,200.0,11.55,2310.0,1900000003657524
11/09/2023,09:20 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18700,BUY,50.0,11.55,577.5,1900000003657524
25/08/2023,09:23 AM,NSE_FNO,IO CE NIFTY 31Aug2023 19950,SELL,200.0,2.8,560.0,1000000004777617
25/08/2023,09:42 AM,NSE_FNO,IO CE NIFTY 28Sep2023 19950,SELL,100.0,53.8,5380.0,1900000014934084
25/08/2023,09:42 AM,NSE_FNO,IO CE NIFTY 28Sep2023 19950,SELL,150.0,53.8,8070.0,1900000014934084
25/08/2023,09:41 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18700,SELL,250.0,52.75,13187.5,1900000014803987
25/08/2023,09:41 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,BUY,50.0,40.35,2017.5,1900000014662011
25/08/2023,09:41 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,BUY,50.0,40.4,2020.0,1900000014662011
25/08/2023,09:41 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,BUY,50.0,40.4,2020.0,1900000014662011
25/08/2023,09:41 AM,NSE_FNO,IO PE NIFTY 28Sep2023 18550,BUY,100.0,40.3,4030.0,1900000014662011
25/08/2023,09:41 AM,NSE_FNO,IO CE NIFTY 28Sep2023 20050,BUY,150.0,37.4,5610.0,1900000014554933
25/08/2023,09:41 AM,NSE_FNO,IO CE NIFTY 28Sep2023 20050,BUY,100.0,37.4,3740.0,1900000014554933
25/08/2023,09:23 AM,NSE_FNO,IO PE NIFTY 31Aug2023 18700,SELL,200.0,4.15,830.0,1100000006215448
25/08/2023,09:23 AM,NSE_FNO,IO CE NIFTY 31Aug2023 19750,BUY,200.0,5.05,1010.0,1000000004777455
25/08/2023,09:23 AM,NSE_FNO,IO PE NIFTY 31Aug2023 18900,BUY,200.0,9.75,1950.0,1100000005980641
16/08/2023,02:02 PM,NSE_FNO,IO PE NIFTY 31Aug2023 18700,BUY,50.0,12.05,602.5,1900000169564916
16/08/2023,02:03 PM,NSE_FNO,IO CE NIFTY 31Aug2023 19750,SELL,50.0,40.5,2025.0,1900000169684616
16/08/2023,02:03 PM,NSE_FNO,IO PE NIFTY 31Aug2023 18900,SELL,50.0,23.05,1152.5,1900000169623109
16/08/2023,02:02 PM,NSE_FNO,IO CE NIFTY 31Aug2023 19950,BUY,50.0,16.4,820.0,1900000169512795
14/08/2023,09:16 AM,NSE_FNO,EO PE HDFCBANK 31Aug2023 1610,BUY,550.0,21.4,11770.0,2400000000502356
14/08/2023,12:42 PM,NSE_FNO,IO CE NIFTY 31Aug2023 19750,SELL,100.0,38.5,3850.0,1900000125026247
14/08/2023,12:42 PM,NSE_FNO,IO PE NIFTY 31Aug2023 18900,SELL,100.0,30.0,3000.0,1900000124988981
14/08/2023,10:00 AM,NSE_FNO,IO CE NIFTY 31Aug2023 19950,BUY,50.0,17.55,877.5,1900000040220408
14/08/2023,09:16 AM,NSE_FNO,EO PE HDFCBANK 31Aug2023 1570,SELL,550.0,7.75,4262.5,2400000000599402
14/08/2023,12:42 PM,NSE_FNO,IO PE NIFTY 31Aug2023 18700,BUY,100.0,15.7,1570.0,1900000124941610
14/08/2023,12:42 PM,NSE_FNO,IO CE NIFTY 31Aug2023 19950,BUY,50.0,17.45,872.5,1900000124886567
14/08/2023,12:42 PM,NSE_FNO,IO CE NIFTY 31Aug2023 19950,BUY,50.0,17.45,872.5,1900000124886567
14/08/2023,10:01 AM,NSE_FNO,IO CE NIFTY 31Aug2023 19750,SELL,50.0,34.65,1732.5,1900000040408051
14/08/2023,10:01 AM,NSE_FNO,IO PE NIFTY 31Aug2023 18900,SELL,50.0,38.2,1910.0,1900000040361314
14/08/2023,10:01 AM,NSE_FNO,IO PE NIFTY 31Aug2023 18700,BUY,50.0,19.45,972.5,1900000040297592
07/08/2023,09:21 AM,NSE_FNO,EO CE HDFCBANK 31Aug2023 1740,BUY,550.0,5.55,3052.5,2400000002027581
07/08/2023,09:21 AM,NSE_FNO,EO CE HDFCBANK 31Aug2023 1770,SELL,550.0,3.45,1897.5,2400000002103879
31/07/2023,10:49 AM,NSE_FNO,EO PE HDFCBANK 31Aug2023 1610,SELL,550.0,11.75,6462.5,2400000032667418
31/07/2023,10:49 AM,NSE_FNO,EO PE HDFCBANK 31Aug2023 1570,BUY,550.0,5.7,3135.0,2400000032566391
31/07/2023,10:55 AM,NSE_FNO,EO CE HDFCBANK 31Aug2023 1770,BUY,550.0,5.8,3190.0,2400000034638184
31/07/2023,10:55 AM,NSE_FNO,EO CE HDFCBANK 31Aug2023 1740,SELL,550.0,9.1,5005.0,2400000034693071
20/07/2023,01:19 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19850,BUY,50.0,13.4,670.0,1100000105968628
20/07/2023,01:19 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19900,SELL,50.0,27.2,1360.0,1100000105792307
20/07/2023,01:17 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19750,BUY,50.0,4.85,242.5,1100000104940329
20/07/2023,01:17 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,SELL,50.0,34.45,1722.5,1000000125211442
20/07/2023,01:17 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,BUY,50.0,37.35,1867.5,1000000115938073
20/07/2023,03:10 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19850,SELL,50.0,0.15,7.5,1100000158022100
20/07/2023,03:10 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19950,SELL,50.0,35.75,1787.5,1000000196460779
20/07/2023,03:10 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,BUY,50.0,86.9,4345.0,1000000196441114
20/07/2023,03:10 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19900,BUY,50.0,0.2,10.0,1100000157998951
20/07/2023,01:19 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19650,SELL,50.0,2.7,135.0,1100000106007893
19/07/2023,11:59 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19850,BUY,50.0,23.25,1162.5,1000000078319752
19/07/2023,11:58 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19800,SELL,50.0,35.0,1750.0,1000000077826118
19/07/2023,11:58 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,BUY,50.0,12.7,635.0,1000000077768189
19/07/2023,09:54 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19350,SELL,50.0,3.65,182.5,1100000021666308
19/07/2023,09:54 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19600,BUY,50.0,11.8,590.0,1100000021622459
19/07/2023,09:54 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19550,BUY,50.0,8.45,422.5,1100000021474461
19/07/2023,09:54 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19700,SELL,50.0,24.4,1220.0,1100000021518917
19/07/2023,03:28 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19850,SELL,50.0,43.5,2175.0,1000000160569889
19/07/2023,03:28 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19950,BUY,50.0,11.95,597.5,1000000160529628
19/07/2023,03:28 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,SELL,50.0,24.9,1245.0,1000000160451418
19/07/2023,03:28 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19800,BUY,50.0,74.0,3700.0,1000000149235358
19/07/2023,01:37 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19600,SELL,50.0,11.75,587.5,1100000109120034
19/07/2023,01:37 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19650,BUY,50.0,17.9,895.0,1100000109088685
19/07/2023,01:37 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19750,SELL,50.0,45.3,2265.0,1100000108865659
19/07/2023,01:36 PM,NSE_FNO,IO PE NIFTY 20Jul2023 19700,BUY,50.0,29.5,1475.0,1100000108798417
19/07/2023,11:59 AM,NSE_FNO,IO CE NIFTY 20Jul2023 20000,SELL,50.0,5.05,252.5,1000000078347221
18/07/2023,09:47 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,SELL,50.0,21.5,1075.0,1000000021324412
18/07/2023,01:27 PM,NSE_FNO,IO CE NIFTY 20Jul2023 20050,SELL,50.0,5.7,285.0,1000000097590895
18/07/2023,01:27 PM,NSE_FNO,IO CE NIFTY 20Jul2023 20000,BUY,50.0,8.25,412.5,1000000097563474
18/07/2023,01:26 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,SELL,50.0,19.35,967.5,1000000097433623
18/07/2023,01:26 PM,NSE_FNO,IO CE NIFTY 20Jul2023 19950,BUY,50.0,12.4,620.0,1000000097400867
18/07/2023,11:08 AM,NSE_FNO,IO CE NIFTY 20Jul2023 20000,SELL,50.0,14.75,737.5,1000000045489680
18/07/2023,11:08 AM,NSE_FNO,IO CE NIFTY 20Jul2023 20050,BUY,50.0,9.8,490.0,1000000045411717
18/07/2023,11:08 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19950,SELL,50.0,22.3,1115.0,1000000045307160
18/07/2023,11:07 AM,NSE_FNO,IO CE NIFTY 20Jul2023 19900,BUY,50.0,33.25,1662.5,1000000025766385
18/07/2023,10:27 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19300,SELL,50.0,10.1,505.0,1100000031714370
18/07/2023,10:26 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19350,BUY,50.0,11.65,582.5,1100000031695995
18/07/2023,10:26 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19550,SELL,50.0,24.55,1227.5,1100000031620137
18/07/2023,10:26 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19500,BUY,50.0,19.85,992.5,1100000031591344
18/07/2023,09:47 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19500,SELL,50.0,22.55,1127.5,1100000019060502
18/07/2023,09:47 AM,NSE_FNO,IO CE NIFTY 20Jul2023 20000,BUY,50.0,9.75,487.5,1000000021285795
18/07/2023,09:47 AM,NSE_FNO,IO PE NIFTY 20Jul2023 19300,BUY,50.0,10.3,515.0,1100000018920071
12/07/2023,12:05 PM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,SELL,50.0,26.45,1322.5,1100000067659687
12/07/2023,12:05 PM,NSE_FNO,IO PE NIFTY 13Jul2023 19450,BUY,50.0,73.5,3675.0,1100000067506655
11/07/2023,09:53 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,BUY,50.0,23.05,1152.5,1100000013772513
11/07/2023,09:53 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19450,SELL,50.0,52.25,2612.5,1100000013795428
07/07/2023,10:41 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,BUY,50.0,56.9,2845.0,1100000030968910
07/07/2023,10:41 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19500,BUY,50.0,118.2,5910.0,1100000030854317
07/07/2023,10:41 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,SELL,50.0,55.8,2790.0,1100000030854351
07/07/2023,10:38 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,BUY,50.0,54.85,2742.5,1100000030160320
07/07/2023,10:38 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19500,SELL,50.0,115.0,5750.0,1100000030185234
07/07/2023,11:05 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19350,SELL,50.0,70.15,3507.5,1100000044211990
07/07/2023,11:05 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19500,BUY,50.0,145.3,7265.0,1100000044102645
07/07/2023,10:41 AM,NSE_FNO,IO PE NIFTY 13Jul2023 19500,SELL,50.0,121.2,6060.0,1100000031071173
03/07/2023,09:54 AM,NSE_CASH,TITAN,BUY,1.0,3047.6,3047.6,1300000004511441
03/07/2023,10:00 AM,NSE_CASH,NTPC,BUY,29.0,189.6,5498.4,1200000005762114
03/07/2023,09:59 AM,NSE_CASH,BAJFINANCE,BUY,1.0,7217.7,7217.7,1000000004856441
03/07/2023,09:59 AM,NSE_CASH,HDFCBANK,BUY,3.0,1750.35,5251.05,1100000006416686
03/07/2023,09:58 AM,NSE_CASH,INFY,BUY,4.0,1336.0,5344.0,1100000006358558
03/07/2023,09:58 AM,NSE_CASH,BPCL,BUY,15.0,368.0,5520.0,1000000004758569
03/07/2023,09:57 AM,NSE_CASH,TCS,BUY,1.0,3301.8,3301.8,1300000004813531
03/07/2023,09:56 AM,NSE_CASH,ADANIPORTS,BUY,7.0,738.1,5166.7,1000000004609843
03/07/2023,09:56 AM,NSE_CASH,ASIANPAINT,BUY,1.0,3359.9,3359.9,1000000004581213
03/07/2023,09:54 AM,NSE_CASH,ULTRACEMCO,BUY,1.0,8428.0,8428.0,1300000004526067
03/07/2023,09:55 AM,NSE_CASH,HEROMOTOCO,BUY,1.0,2889.2,2889.2,1100000005983518
