date,time,segment,symbol,type,qty,trade_price,trade_val,order_id
22/09/2023,09:38 AM,NSE_FNO,IO PE NIFTY 26Oct2023 19350,BUY,50.0,77.05,3852.5,1900000016566703
22/09/2023,10:08 AM,NSE_FNO,IO CE NIFTY 26Oct2023 20900,BUY,100.0,15.65,1565.0,1900000039577459
22/09/2023,10:08 AM,NSE_FNO,IO CE NIFTY 26Oct2023 21200,SELL,50.0,10.0,500.0,1900000039577437
22/09/2023,10:08 AM,NSE_FNO,IO CE NIFTY 26Oct2023 21200,SELL,50.0,10.0,500.0,1900000039577437
22/09/2023,09:38 AM,NSE_FNO,IO PE NIFTY 26Oct2023 19500,SELL,50.0,107.75,5387.5,1900000016631008
20/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 26Oct2023 20900,SELL,100.0,37.3,3730.0,1900000002724222
20/09/2023,09:20 AM,NSE_FNO,IO CE NIFTY 26Oct2023 21200,BUY,100.0,18.25,1825.0,1900000002618784
20/09/2023,09:16 AM,NSE_FNO,IO PE NIFTY 21Sep2023 19900,SELL,50.0,23.8,1190.0,1100000000964164
20/09/2023,09:16 AM,NSE_FNO,IO PE NIFTY 21Sep2023 20050,BUY,50.0,71.3,3565.0,1100000000964306
15/09/2023,03:04 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19950,BUY,100.0,17.45,1745.0,1100000058216029
15/09/2023,03:04 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19950,BUY,50.0,17.45,872.5,1100000058159482
15/09/2023,03:03 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20050,BUY,50.0,29.3,1465.0,1100000058109343
15/09/2023,03:03 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19900,SELL,50.0,13.75,687.5,1100000058109368
15/09/2023,10:59 AM,NSE_FNO,IO PE NIFTY 21Sep2023 19900,BUY,50.0,17.5,875.0,1100000022823115
15/09/2023,10:59 AM,NSE_FNO,IO PE NIFTY 21Sep2023 20050,SELL,50.0,39.5,1975.0,1100000022833283
15/09/2023,03:25 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20050,SELL,50.0,35.1,1755.0,1100000063321909
15/09/2023,03:25 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19900,BUY,50.0,16.4,820.0,1100000063300207
15/09/2023,03:24 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19950,SELL,100.0,20.7,2070.0,1100000063030507
15/09/2023,03:24 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20100,BUY,50.0,46.3,2315.0,1100000063004245
15/09/2023,03:24 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20100,BUY,50.0,46.25,2312.5,1100000063004245
15/09/2023,03:11 PM,NSE_FNO,IO PE NIFTY 21Sep2023 19950,SELL,50.0,18.65,932.5,1100000060129082
15/09/2023,03:11 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20100,BUY,50.0,42.75,2137.5,1100000060091954
15/09/2023,03:04 PM,NSE_FNO,IO PE NIFTY 21Sep2023 20100,SELL,150.0,39.05,5857.5,1100000058259929
