date,time,segment,symbol,type,qty,trade_price,trade_val,order_id
20/12/2023,03:28 PM,NSE_CASH,AXISBANK,BUY,1.0,1107.1,1107.1,1000000045006410
20/12/2023,03:29 PM,NSE_CASH,BHARTIARTL,BUY,2.0,971.45,1942.9,1000000045015086
14/12/2023,10:04 AM,NSE_CASH,TCS,BUY,1.0,3658.15,3658.15,1300000009082184
11/12/2023,12:00 AM,NSE_CASH,532540,BUY,1.0,4150.0,4150.0,NDIR74
11/12/2023,03:13 PM,NSE_CASH,532540,SELL,1.0,4150.0,4150.0,465389
