symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
TECHM,INE669C01036,2023-11-07,NSE,EQ,EQ,buy,false,1.000000,1142.000000,61618190,1300000008139757,2023-11-07T10:11:05
SUZLON-BE,INE040H01021,2023-12-07,NSE,EQ,BE,buy,false,41.000000,39.300000,65117104,1300000022524829,2023-12-07T12:52:06
RENUKA,INE087H01022,2023-12-07,NSE,EQ,EQ,buy,false,33.000000,48.150000,65127272,1300000022596407,2023-12-07T12:52:42
MANAPPURAM,INE522D01027,2023-12-07,NSE,EQ,EQ,buy,false,9.000000,166.250000,44848379,1200000025587224,2023-12-07T12:53:30
IEX,INE022Q01020,2023-12-07,NSE,EQ,EQ,buy,false,10.000000,156.350000,25146836,1100000025033275,2023-12-07T12:54:23
HFCL,INE548A01028,2023-12-07,NSE,EQ,EQ,buy,false,23.000000,70.900000,25154698,1100000025067562,2023-12-07T12:54:52
NATIONALUM,INE139A01034,2023-12-07,NSE,EQ,EQ,buy,false,16.000000,98.700000,44876982,1200000025553380,2023-12-07T12:55:02
SUZLON-BE,INE040H01021,2023-12-07,NSE,EQ,BE,buy,false,20.000000,39.200000,65216503,1300000022974432,2023-12-07T12:57:55
RENUKA,INE087H01022,2023-12-07,NSE,EQ,EQ,buy,false,17.000000,48.250000,65222707,1300000023006769,2023-12-07T12:58:19
MANAPPURAM,INE522D01027,2023-12-07,NSE,EQ,EQ,buy,false,4.000000,166.200000,44941212,1200000026045841,2023-12-07T12:59:15
MANAPPURAM,INE522D01027,2023-12-07,NSE,EQ,EQ,buy,false,1.000000,166.200000,44941213,1200000026045841,2023-12-07T12:59:15
NATIONALUM,INE139A01034,2023-12-07,NSE,EQ,EQ,buy,false,8.000000,98.550000,44944456,1200000026007292,2023-12-07T12:59:29
IEX,INE022Q01020,2023-12-07,NSE,EQ,EQ,buy,false,5.000000,156.500000,25221526,1100000025394756,2023-12-07T12:59:39
HFCL,INE548A01028,2023-12-07,NSE,EQ,EQ,buy,false,11.000000,70.800000,25226062,1100000025421200,2023-12-07T13:00:03
OBEROIRLTY,INE093I01010,2023-12-29,NSE,EQ,EQ,buy,false,2.000000,1436.950000,40261294,1200000001218561,2023-12-29T09:18:51
OBEROIRLTY,INE093I01010,2023-12-29,NSE,EQ,EQ,buy,false,1.000000,1437.400000,40261295,1200000001218561,2023-12-29T09:18:51
BRIGADE,INE791I01019,2023-12-29,NSE,EQ,EQ,buy,false,4.000000,900.550000,223136,1000000001083701,2023-12-29T09:19:07
BRIGADE,INE791I01019,2024-01-01,BSE,EQ,A,sell,false,1.000000,900.000000,112353700,1704097755985230392,2024-01-01T14:26:07
RENUKA,INE087H01022,2024-01-01,BSE,EQ,A,sell,false,30.000000,47.410000,115474800,1704099717971332257,2024-01-01T14:37:39
RENUKA,INE087H01022,2024-01-01,BSE,EQ,A,sell,false,2.000000,47.410000,115572200,1704099717971332257,2024-01-01T14:37:59
RENUKA,INE087H01022,2024-01-01,BSE,EQ,A,sell,false,2.000000,47.410000,115677000,1704099717971332257,2024-01-01T14:38:18
RENUKA,INE087H01022,2024-01-01,BSE,EQ,A,sell,false,16.000000,47.410000,115794300,1704099717971332257,2024-01-01T14:38:43
BRIGADE,INE791I01019,2024-01-01,BSE,EQ,A,sell,false,3.000000,898.250000,116340600,1704097755985230392,2024-01-01T14:40:38
SUZLON-BE,INE040H01021,2024-01-01,NSE,EQ,BE,sell,false,61.000000,38.550000,66374777,1300000029328947,2024-01-01T14:45:16
